Time	UTC	GPS_lat(deg)	GPS_long(deg)	CBF:psi_ref	CBF:py_rel	CBF:px_rel	CBF:omega_safe
81.110	16:34:45.540	37.196125179	-3.620360964	0.,0.	0.,0.	0.,0.	0.
81.360	16:34:45.790	37.196125426	-3.620361096	0.,0.	0.,0.	0.,0.	0.
81.610	16:34:46.040	37.196125426	-3.620361096	0.,0.	0.,0.	0.,0.	0.
81.860	16:34:46.290	37.196125531	-3.620361184	0.,0.	0.,0.	0.,0.	0.
82.110	16:34:46.540	37.196125602	-3.620361316	0.,0.	0.,0.	0.,0.	0.
82.360	16:34:46.790	37.196125707	-3.620361184	0.,0.	0.,0.	0.,0.	0.
82.610	16:34:47.040	37.196125813	-3.620361316	0.,0.	0.,0.	0.,0.	0.
82.860	16:34:47.290	37.196125884	-3.620361316	0.,0.	0.,0.	0.,0.	0.
83.110	16:34:47.540	37.196125989	-3.620361536	0.,0.	0.,0.	0.,0.	0.
83.360	16:34:47.790	37.196126165	-3.620361536	0.,0.	0.,0.	0.,0.	0.
83.610	16:34:48.040	37.196126165	-3.620361668	0.,0.	0.,0.	0.,0.	0.
83.860	16:34:48.290	37.196126341	-3.620361756	0.,0.	0.,0.	0.,0.	0.
84.110	16:34:48.540	37.196126236	-3.620361757	0.,0.	0.,0.	0.,0.	0.
84.360	16:34:48.790	37.196126341	-3.620361757	0.,0.	0.,0.	0.,0.	0.
84.610	16:34:49.040	37.196126341	-3.620361757	0.,0.	0.,0.	0.,0.	0.
84.860	16:34:49.290	37.196126517	-3.620361669	0.,0.	0.,0.	0.,0.	0.
85.110	16:34:49.540	37.196126623	-3.620361669	0.,0.	0.,0.	0.,0.	0.
85.360	16:34:49.790	37.196126799	-3.620361449	0.,0.	0.,0.	0.,0.	0.
85.610	16:34:50.040	37.196126869	-3.620361317	0.,0.	0.,0.	0.,0.	0.
85.860	16:34:50.290	37.196126975	-3.620361318	0.,0.	0.,0.	0.,0.	0.
86.110	16:34:50.540	37.196126975	-3.620361318	0.,0.	0.,0.	0.,0.	0.
86.360	16:34:50.790	37.196126975	-3.620361318	0.,0.	0.,0.	0.,0.	0.
86.610	16:34:51.040	37.196127222	-3.620361538	0.,0.	0.,0.	0.,0.	0.
86.860	16:34:51.290	37.196127327	-3.620361670	0.,0.	0.,0.	0.,0.	0.
87.110	16:34:51.540	37.196127327	-3.620361670	0.,0.	0.,0.	0.,0.	0.
87.360	16:34:51.790	37.196127503	-3.620361670	0.,0.	0.,0.	0.,0.	0.
87.610	16:34:52.040	37.196127679	-3.620361670	0.,0.	0.,0.	0.,0.	0.
87.860	16:34:52.290	37.196127785	-3.620361670	0.,0.	0.,0.	0.,0.	0.
88.110	16:34:52.540	37.196127785	-3.620361670	0.,0.	0.,0.	0.,0.	0.
88.360	16:34:52.790	37.196127785	-3.620361670	0.,0.	0.,0.	0.,0.	0.
88.610	16:34:53.040	37.196127961	-3.620361671	0.,0.	0.,0.	0.,0.	0.
88.860	16:34:53.290	37.196127961	-3.620361671	0.,0.	0.,0.	0.,0.	0.
89.110	16:34:53.540	37.196127856	-3.620361671	0.,0.	0.,0.	0.,0.	0.
89.360	16:34:53.790	37.196127856	-3.620361671	0.,0.	0.,0.	0.,0.	0.
89.610	16:34:54.040	37.196127961	-3.620361759	0.,0.	0.,0.	0.,0.	0.
89.860	16:34:54.290	37.196127856	-3.620361759	0.,0.	0.,0.	0.,0.	0.
90.110	16:34:54.540	37.196127961	-3.620361759	0.,0.	0.,0.	0.,0.	0.
90.360	16:34:54.790	37.196127961	-3.620361759	0.,0.	0.,0.	0.,0.	0.
90.610	16:34:55.040	37.196128137	-3.620361891	0.,0.	0.,0.	0.,0.	0.
90.860	16:34:55.290	37.196128138	-3.620361891	0.,0.	0.,0.	0.,0.	0.
91.110	16:34:55.540	37.196128243	-3.620361980	0.,0.	0.,0.	0.,0.	0.
91.360	16:34:55.790	37.196128243	-3.620361980	0.,0.	0.,0.	0.,0.	0.
91.610	16:34:56.040	37.196128490	-3.620362200	0.,0.	0.,0.	0.,0.	0.
91.860	16:34:56.290	37.196128666	-3.620362332	0.,0.	0.,0.	0.,0.	0.
92.110	16:34:56.540	37.196128666	-3.620362464	0.,0.	0.,0.	0.,0.	0.
92.360	16:34:56.790	37.196128666	-3.620362464	0.,0.	0.,0.	0.,0.	0.
92.610	16:34:57.040	37.196128595	-3.620362684	0.,0.	0.,0.	0.,0.	0.
92.860	16:34:57.290	37.196128666	-3.620362772	0.,0.	0.,0.	0.,0.	0.
93.110	16:34:57.540	37.196128666	-3.620362772	0.,0.	0.,0.	0.,0.	0.
93.360	16:34:57.790	37.196128666	-3.620362684	0.,0.	0.,0.	0.,0.	0.
93.610	16:34:58.040	37.196128666	-3.620362552	0.,0.	0.,0.	0.,0.	0.
93.860	16:34:58.290	37.196128666	-3.620362684	0.,0.	0.,0.	0.,0.	0.
94.110	16:34:58.540	37.196128666	-3.620362684	0.,0.	0.,0.	0.,0.	0.
94.360	16:34:58.790	37.196128772	-3.620362772	0.,0.	0.,0.	0.,0.	0.
94.610	16:34:59.040	37.196128877	-3.620362905	0.,0.	0.,0.	0.,0.	0.
94.860	16:34:59.290	37.196128666	-3.620362905	0.,0.	0.,0.	0.,0.	0.
95.110	16:34:59.540	37.196128878	-3.620362993	0.,0.	0.,0.	0.,0.	0.
95.360	16:34:59.790	37.196128878	-3.620363125	0.,0.	0.,0.	0.,0.	0.
95.610	16:35:0.040	37.196128948	-3.620363213	0.,0.	0.,0.	0.,0.	0.
95.860	16:35:0.290	37.196129230	-3.620363213	0.,0.	0.,0.	0.,0.	0.
96.110	16:35:0.540	37.196129230	-3.620363345	0.,0.	0.,0.	0.,0.	0.
96.360	16:35:0.790	37.196129230	-3.620363477	0.,0.	0.,0.	0.,0.	0.
96.610	16:35:1.040	37.196129230	-3.620363477	0.,0.	0.,0.	0.,0.	0.
96.860	16:35:1.290	37.196129300	-3.620363565	0.,0.	0.,0.	0.,0.	0.
97.110	16:35:1.540	37.196129300	-3.620363697	0.,0.	0.,0.	0.,0.	0.
97.360	16:35:1.790	37.196129476	-3.620363785	0.,0.	0.,0.	0.,0.	0.
97.610	16:35:2.040	37.196129582	-3.620364005	0.,0.	0.,0.	0.,0.	0.
97.860	16:35:2.290	37.196129582	-3.620364137	0.,0.	0.,0.	0.,0.	0.
98.110	16:35:2.540	37.196129582	-3.620364137	0.,0.	0.,0.	0.,0.	0.
98.360	16:35:2.790	37.196129758	-3.620364269	0.,0.	0.,0.	0.,0.	0.
98.610	16:35:3.040	37.196129688	-3.620364269	0.,0.	0.,0.	0.,0.	0.
98.860	16:35:3.290	37.196129864	-3.620364270	0.,0.	0.,0.	0.,0.	0.
99.110	16:35:3.540	37.196129864	-3.620364270	0.,0.	0.,0.	0.,0.	0.
99.360	16:35:3.790	37.196129864	-3.620364270	0.,0.	0.,0.	0.,0.	0.
99.610	16:35:4.040	37.196129864	-3.620364270	0.,0.	0.,0.	0.,0.	0.
99.860	16:35:4.290	37.196129864	-3.620364358	0.,0.	0.,0.	0.,0.	0.
100.110	16:35:4.540	37.196129864	-3.620364358	0.,0.	0.,0.	0.,0.	0.
100.360	16:35:4.790	37.196129864	-3.620364358	0.,0.	0.,0.	0.,0.	0.
100.610	16:35:5.040	37.196129864	-3.620364358	0.,0.	0.,0.	0.,0.	0.
100.860	16:35:5.290	37.196130322	-3.620364490	0.,0.	0.,0.	0.,0.	0.
101.110	16:35:5.540	37.196130322	-3.620364490	0.,0.	0.,0.	0.,0.	0.
101.360	16:35:5.790	37.196130498	-3.620364491	0.,0.	0.,0.	0.,0.	0.
101.610	16:35:6.040	37.196130498	-3.620364491	0.,0.	0.,0.	0.,0.	0.
101.860	16:35:6.290	37.196130498	-3.620364491	0.,0.	0.,0.	0.,0.	0.
102.110	16:35:6.540	37.196130498	-3.620364579	0.,0.	0.,0.	0.,0.	0.
102.360	16:35:6.790	37.196130674	-3.620364491	0.,0.	0.,0.	0.,0.	0.
102.610	16:35:7.040	37.196130674	-3.620364711	0.,0.	0.,0.	0.,0.	0.
102.860	16:35:7.290	37.196130745	-3.620364711	0.,0.	0.,0.	0.,0.	0.
103.110	16:35:7.540	37.196130745	-3.620364711	0.,0.	0.,0.	0.,0.	0.
103.360	16:35:7.790	37.196130850	-3.620364799	0.,0.	0.,0.	0.,0.	0.
103.610	16:35:8.040	37.196130921	-3.620364799	0.,0.	0.,0.	0.,0.	0.
103.860	16:35:8.290	37.196130921	-3.620364931	0.,0.	0.,0.	0.,0.	0.
104.110	16:35:8.540	37.196130850	-3.620364932	0.,0.	0.,0.	0.,0.	0.
104.360	16:35:8.790	37.196130850	-3.620364932	0.,0.	0.,0.	0.,0.	0.
104.610	16:35:9.040	37.196130850	-3.620364932	0.,0.	0.,0.	0.,0.	0.
104.860	16:35:9.290	37.196131027	-3.620365284	0.,0.	0.,0.	0.,0.	0.
105.110	16:35:9.540	37.196131027	-3.620365284	0.,0.	0.,0.	0.,0.	0.
105.360	16:35:9.790	37.196131027	-3.620365284	0.,0.	0.,0.	0.,0.	0.
105.610	16:35:10.040	37.196131027	-3.620365284	0.,0.	0.,0.	0.,0.	0.
105.860	16:35:10.290	37.196131203	-3.620365724	0.,0.	0.,0.	0.,0.	0.
106.110	16:35:10.540	37.196131203	-3.620365724	0.,0.	0.,0.	0.,0.	0.
106.360	16:35:10.790	37.196131379	-3.620366032	0.,0.	0.,0.	0.,0.	0.
106.610	16:35:11.040	37.196131484	-3.620366296	0.,0.	0.,0.	0.,0.	0.
106.860	16:35:11.290	37.196131660	-3.620366604	0.,0.	0.,0.	0.,0.	0.
107.110	16:35:11.540	37.196131660	-3.620366736	0.,0.	0.,0.	0.,0.	0.
107.360	16:35:11.790	37.196131731	-3.620366736	0.,0.	0.,0.	0.,0.	0.
107.610	16:35:12.040	37.196131731	-3.620366736	0.,0.	0.,0.	0.,0.	0.
107.860	16:35:12.290	37.196131731	-3.620366736	0.,0.	0.,0.	0.,0.	0.
108.110	16:35:12.540	37.196131731	-3.620366736	0.,0.	0.,0.	0.,0.	0.
108.360	16:35:12.790	37.196132118	-3.620367088	0.,0.	0.,0.	0.,0.	0.
108.610	16:35:13.040	37.196132118	-3.620367088	0.,0.	0.,0.	0.,0.	0.
108.860	16:35:13.290	37.196132189	-3.620367088	0.,0.	0.,0.	0.,0.	0.
109.110	16:35:13.540	37.196132189	-3.620367088	0.,0.	0.,0.	0.,0.	0.
109.360	16:35:13.790	37.196132189	-3.620367088	0.,0.	0.,0.	0.,0.	0.
109.610	16:35:14.040	37.196132189	-3.620367088	0.,0.	0.,0.	0.,0.	0.
109.860	16:35:14.290	37.196132189	-3.620367088	0.,0.	0.,0.	0.,0.	0.
110.110	16:35:14.540	37.196132365	-3.620367836	0.,0.	0.,0.	0.,0.	0.
110.360	16:35:14.790	37.196132365	-3.620367968	0.,0.	0.,0.	0.,0.	0.
110.610	16:35:15.040	37.196132365	-3.620367968	0.,0.	0.,0.	0.,0.	0.
110.860	16:35:15.290	37.196132471	-3.620368188	0.,0.	0.,0.	0.,0.	0.
111.110	16:35:15.540	37.196132471	-3.620368540	0.,0.	0.,0.	0.,0.	0.
111.360	16:35:15.790	37.196132647	-3.620368760	0.,0.	0.,0.	0.,0.	0.
111.610	16:35:16.040	37.196132576	-3.620368848	0.,0.	0.,0.	0.,0.	0.
111.860	16:35:16.290	37.196132577	-3.620369112	0.,0.	0.,0.	0.,0.	0.
112.110	16:35:16.540	37.196132577	-3.620369112	0.,0.	0.,0.	0.,0.	0.
112.360	16:35:16.790	37.196132753	-3.620369332	0.,0.	0.,0.	0.,0.	0.
112.610	16:35:17.040	37.196132823	-3.620369552	0.,0.	0.,0.	0.,0.	0.
112.860	16:35:17.290	37.196132823	-3.620369552	0.,0.	0.,0.	0.,0.	0.
113.110	16:35:17.540	37.196132823	-3.620369552	0.,0.	0.,0.	0.,0.	0.
113.360	16:35:17.790	37.196132999	-3.620369773	0.,0.	0.,0.	0.,0.	0.
113.610	16:35:18.040	37.196132999	-3.620369773	0.,0.	0.,0.	0.,0.	0.
113.860	16:35:18.290	37.196133105	-3.620369993	0.,0.	0.,0.	0.,0.	0.
114.110	16:35:18.540	37.196133105	-3.620370125	0.,0.	0.,0.	0.,0.	0.
114.360	16:35:18.790	37.196133105	-3.620370213	0.,0.	0.,0.	0.,0.	0.
114.610	16:35:19.040	37.196133281	-3.620370345	0.,0.	0.,0.	0.,0.	0.
114.860	16:35:19.290	37.196133281	-3.620370213	0.,0.	0.,0.	0.,0.	0.
115.110	16:35:19.540	37.196133281	-3.620370213	0.,0.	0.,0.	0.,0.	0.
115.360	16:35:19.790	37.196133387	-3.620370433	0.,0.	0.,0.	0.,0.	0.
115.610	16:35:20.040	37.196133387	-3.620370433	0.,0.	0.,0.	0.,0.	0.
115.860	16:35:20.290	37.196133457	-3.620370433	0.,0.	0.,0.	0.,0.	0.
116.110	16:35:20.540	37.196133633	-3.620370433	0.,0.	0.,0.	0.,0.	0.
116.360	16:35:20.790	37.196133633	-3.620370433	0.,0.	0.,0.	0.,0.	0.
116.610	16:35:21.040	37.196133739	-3.620370653	0.,0.	0.,0.	0.,0.	0.
116.860	16:35:21.290	37.196133739	-3.620370785	0.,0.	0.,0.	0.,0.	0.
117.110	16:35:21.540	37.196133809	-3.620370785	0.,0.	0.,0.	0.,0.	0.
117.360	16:35:21.790	37.196133985	-3.620370918	0.,0.	0.,0.	0.,0.	0.
117.610	16:35:22.040	37.196133985	-3.620370918	0.,0.	0.,0.	0.,0.	0.
117.860	16:35:22.290	37.196134091	-3.620371357	0.,0.	0.,0.	0.,0.	0.
118.110	16:35:22.540	37.196134091	-3.620371445	0.,0.	0.,0.	0.,0.	0.
118.360	16:35:22.790	37.196134197	-3.620371446	0.,0.	0.,0.	0.,0.	0.
118.610	16:35:23.040	37.196134197	-3.620371666	0.,0.	0.,0.	0.,0.	0.
118.860	16:35:23.290	37.196134197	-3.620371666	0.,0.	0.,0.	0.,0.	0.
119.110	16:35:23.540	37.196134091	-3.620371666	0.,0.	0.,0.	0.,0.	0.
119.360	16:35:23.790	37.196134091	-3.620372018	0.,0.	0.,0.	0.,0.	0.
119.610	16:35:24.040	37.196134197	-3.620372369	0.,0.	0.,0.	0.,0.	0.
119.860	16:35:24.290	37.196134267	-3.620372370	0.,0.	0.,0.	0.,0.	0.
120.110	16:35:24.540	37.196134267	-3.620372370	0.,0.	0.,0.	0.,0.	0.
120.360	16:35:24.790	37.196134373	-3.620372722	0.,0.	0.,0.	0.,0.	0.
120.610	16:35:25.040	37.196134444	-3.620372942	0.,0.	0.,0.	0.,0.	0.
120.860	16:35:25.290	37.196134444	-3.620372942	0.,0.	0.,0.	0.,0.	0.
121.110	16:35:25.540	37.196134373	-3.620373381	0.,0.	0.,0.	0.,0.	0.
121.360	16:35:25.790	37.196134198	-3.620373821	0.,0.	0.,0.	0.,0.	0.
121.610	16:35:26.040	37.196134092	-3.620374173	0.,0.	0.,0.	0.,0.	0.
121.860	16:35:26.290	37.196133987	-3.620374393	0.,0.	0.,0.	0.,0.	0.
122.110	16:35:26.540	37.196133987	-3.620374481	0.,0.	0.,0.	0.,0.	0.
122.360	16:35:26.790	37.196133987	-3.620374745	0.,0.	0.,0.	0.,0.	0.
122.610	16:35:27.040	37.196133811	-3.620374965	0.,0.	0.,0.	0.,0.	0.
122.860	16:35:27.290	37.196133741	-3.620375273	0.,0.	0.,0.	0.,0.	0.
123.110	16:35:27.540	37.196133741	-3.620375625	0.,0.	0.,0.	0.,0.	0.
123.360	16:35:27.790	37.196133741	-3.620375845	0.,0.	0.,0.	0.,0.	0.
123.610	16:35:28.040	37.196133741	-3.620376284	0.,0.	0.,0.	0.,0.	0.
123.860	16:35:28.290	37.196133741	-3.620376548	0.,0.	0.,0.	0.,0.	0.
124.110	16:35:28.540	37.196133741	-3.620376548	0.,0.	0.,0.	0.,0.	0.
124.360	16:35:28.790	37.196133741	-3.620376548	0.,0.	0.,0.	0.,0.	0.
124.610	16:35:29.040	37.196133812	-3.620377296	0.,0.	0.,0.	0.,0.	0.
124.860	16:35:29.290	37.196133812	-3.620377428	0.,0.	0.,0.	0.,0.	0.
125.110	16:35:29.540	37.196133812	-3.620377648	0.,0.	0.,0.	0.,0.	0.
125.360	16:35:29.790	37.196133918	-3.620377868	0.,0.	0.,0.	0.,0.	0.
125.610	16:35:30.040	37.196133988	-3.620378000	0.,0.	0.,0.	0.,0.	0.
125.860	16:35:30.290	37.196134094	-3.620378220	0.,0.	0.,0.	0.,0.	0.
126.110	16:35:30.540	37.196134094	-3.620378440	0.,0.	0.,0.	0.,0.	0.
126.360	16:35:30.790	37.196134199	-3.620378572	0.,0.	0.,0.	0.,0.	0.
126.610	16:35:31.040	37.196134270	-3.620378660	0.,0.	0.,0.	0.,0.	0.
126.860	16:35:31.290	37.196134375	-3.620378880	0.,0.	0.,0.	0.,0.	0.
127.110	16:35:31.540	37.196134446	-3.620378880	0.,0.	0.,0.	0.,0.	0.
127.360	16:35:31.790	37.196134622	-3.620379452	0.,0.	0.,0.	0.,0.	0.
127.610	16:35:32.040	37.196134622	-3.620379672	0.,0.	0.,0.	0.,0.	0.
127.860	16:35:32.290	37.196134903	-3.620380024	0.,0.	0.,0.	0.,0.	0.
128.110	16:35:32.540	37.196135079	-3.620380112	0.,0.	0.,0.	0.,0.	0.
128.360	16:35:32.790	37.196135255	-3.620380244	0.,0.	0.,0.	0.,0.	0.
128.610	16:35:33.040	37.196135642	-3.620380464	0.,0.	0.,0.	0.,0.	0.
128.860	16:35:33.290	37.196135994	-3.620380815	0.,0.	0.,0.	0.,0.	0.
129.110	16:35:33.540	37.196136240	-3.620381035	0.,0.	0.,0.	0.,0.	0.
129.360	16:35:33.790	37.196136346	-3.620381387	0.,0.	0.,0.	0.,0.	0.
129.610	16:35:34.040	37.196136346	-3.620381387	0.,0.	0.,0.	0.,0.	0.
129.860	16:35:34.290	37.196137085	-3.620381915	0.,0.	0.,0.	0.,0.	0.
130.110	16:35:34.540	37.196137260	-3.620382267	0.,0.	0.,0.	0.,0.	0.
130.360	16:35:34.790	37.196137436	-3.620382487	0.,0.	0.,0.	0.,0.	0.
130.610	16:35:35.040	37.196137683	-3.620382619	0.,0.	0.,0.	0.,0.	0.
130.860	16:35:35.290	37.196137964	-3.620382707	0.,0.	0.,0.	0.,0.	0.
131.110	16:35:35.540	37.196138246	-3.620382839	0.,0.	0.,0.	0.,0.	0.
131.360	16:35:35.790	37.196138316	-3.620382927	0.,0.	0.,0.	0.,0.	0.
131.610	16:35:36.040	37.196138316	-3.620382927	0.,0.	0.,0.	0.,0.	0.
131.860	16:35:36.290	37.196138879	-3.620382927	0.,0.	0.,0.	0.,0.	0.
132.110	16:35:36.540	37.196138949	-3.620382927	0.,0.	0.,0.	0.,0.	0.
132.360	16:35:36.790	37.196139231	-3.620382927	0.,0.	0.,0.	0.,0.	0.
132.610	16:35:37.040	37.196139231	-3.620383191	0.,0.	0.,0.	0.,0.	0.
132.860	16:35:37.290	37.196139512	-3.620383191	0.,0.	0.,0.	0.,0.	0.
133.110	16:35:37.540	37.196139583	-3.620383411	0.,0.	0.,0.	0.,0.	0.
133.360	16:35:37.790	37.196139935	-3.620383499	0.,0.	0.,0.	0.,0.	0.
133.610	16:35:38.040	37.196139864	-3.620383499	0.,0.	0.,0.	0.,0.	0.
133.860	16:35:38.290	37.196140040	-3.620383411	0.,0.	0.,0.	0.,0.	0.
134.110	16:35:38.540	37.196140322	-3.620383412	0.,0.	0.,0.	0.,0.	0.
134.360	16:35:38.790	37.196140498	-3.620383631	0.,0.	0.,0.	0.,0.	0.
134.610	16:35:39.040	37.196140674	-3.620383632	0.,0.	0.,0.	0.,0.	0.
134.860	16:35:39.290	37.196140674	-3.620383632	0.,0.	0.,0.	0.,0.	0.
135.110	16:35:39.540	37.196140674	-3.620383632	0.,0.	0.,0.	0.,0.	0.
135.360	16:35:39.790	37.196141026	-3.620383632	0.,0.	0.,0.	0.,0.	0.
135.610	16:35:40.040	37.196141131	-3.620383632	0.,0.	0.,0.	0.,0.	0.
135.860	16:35:40.290	37.196141131	-3.620383632	0.,0.	0.,0.	0.,0.	0.
136.110	16:35:40.540	37.196141377	-3.620383720	0.,0.	0.,0.	0.,0.	0.
136.360	16:35:40.790	37.196141377	-3.620383720	0.,0.	0.,0.	0.,0.	0.
136.610	16:35:41.040	37.196141377	-3.620383720	0.,0.	0.,0.	0.,0.	0.
136.860	16:35:41.290	37.196141377	-3.620383720	0.,0.	0.,0.	0.,0.	0.
137.110	16:35:41.540	37.196141377	-3.620383720	0.,0.	0.,0.	0.,0.	0.
137.360	16:35:41.790	37.196142468	-3.620383852	0.,0.	0.,0.	0.,0.	0.
137.610	16:35:42.040	37.196142468	-3.620383852	0.,0.	0.,0.	0.,0.	0.
137.860	16:35:42.290	37.196142574	-3.620383721	0.,0.	0.,0.	0.,0.	0.
138.110	16:35:42.540	37.196142820	-3.620383501	0.,0.	0.,0.	0.,0.	0.
138.360	16:35:42.790	37.196142750	-3.620383413	0.,0.	0.,0.	0.,0.	0.
138.610	16:35:43.040	37.196142926	-3.620383413	0.,0.	0.,0.	0.,0.	0.
138.860	16:35:43.290	37.196142926	-3.620383413	0.,0.	0.,0.	0.,0.	0.
139.110	16:35:43.540	37.196143102	-3.620383194	0.,0.	0.,0.	0.,0.	0.
139.360	16:35:43.790	37.196143102	-3.620383062	0.,0.	0.,0.	0.,0.	0.
139.610	16:35:44.040	37.196143278	-3.620383062	0.,0.	0.,0.	0.,0.	0.
139.860	16:35:44.290	37.196143278	-3.620383062	0.,0.	0.,0.	0.,0.	0.
140.110	16:35:44.540	37.196143278	-3.620382842	0.,0.	0.,0.	0.,0.	0.
140.360	16:35:44.790	37.196143278	-3.620382711	0.,0.	0.,0.	0.,0.	0.
140.610	16:35:45.040	37.196143384	-3.620382623	0.,0.	0.,0.	0.,0.	0.
140.860	16:35:45.290	37.196143384	-3.620382623	0.,0.	0.,0.	0.,0.	0.
141.110	16:35:45.540	37.196143384	-3.620382491	0.,0.	0.,0.	0.,0.	0.
141.360	16:35:45.790	37.196143384	-3.620382491	0.,0.	0.,0.	0.,0.	0.
141.610	16:35:46.040	37.196143560	-3.620382271	0.,0.	0.,0.	0.,0.	0.
141.860	16:35:46.290	37.196143560	-3.620382272	0.,0.	0.,0.	0.,0.	0.
142.110	16:35:46.540	37.196143841	-3.620382184	0.,0.	0.,0.	0.,0.	0.
142.360	16:35:46.790	37.196143912	-3.620382052	-0.277362,16.315584	-5.507812,2.929688	1.988281,-13.964844	0.
142.610	16:35:47.040	37.196143841	-3.620381832	-0.277362,16.315584	-5.507812,2.929688	1.988281,-13.964844	0.
142.860	16:35:47.290	37.196143841	-3.620381832	-0.277362,16.315584	-5.507812,2.929688	1.988281,-13.964844	0.
143.110	16:35:47.540	37.196143841	-3.620381832	-0.277362,16.315584	-5.507812,2.929688	1.988281,-13.964844	0.
143.360	16:35:47.790	37.196143841	-3.620381832	-0.089679,19.238424	-5.417969,4.960938	1.902344,-14.34375	0.
143.610	16:35:48.040	37.196142927	-3.620381041	-0.089679,19.238424	-5.417969,4.960938	1.902344,-14.34375	0.
143.860	16:35:48.290	37.196142927	-3.620381041	-0.089679,19.238424	-5.417969,4.960938	1.902344,-14.34375	0.
144.110	16:35:48.540	37.196142400	-3.620380382	-0.089679,19.238424	-5.417969,4.960938	1.902344,-14.34375	0.
144.360	16:35:48.790	37.196142189	-3.620380118	-0.023808,6.382165	-5.429688,7.339844	1.828125,-13.726562	0.
144.610	16:35:49.040	37.196142013	-3.620379811	-0.023808,6.382165	-5.429688,7.339844	1.828125,-13.726562	0.
144.860	16:35:49.290	37.196142013	-3.620379811	-0.023808,6.382165	-5.429688,7.339844	1.828125,-13.726562	0.
145.110	16:35:49.540	37.196142013	-3.620379811	-0.023808,6.382165	-5.429688,7.339844	1.828125,-13.726562	0.
145.360	16:35:49.790	37.196142013	-3.620379811	-0.023808,6.382165	-5.429688,7.339844	1.828125,-13.726562	0.
145.610	16:35:50.040	37.196141486	-3.620379240	-0.023808,6.382165	-5.429688,7.339844	1.828125,-13.726562	0.
145.860	16:35:50.290	37.196141486	-3.620379240	-0.023808,6.382165	-5.429688,7.339844	1.828125,-13.726562	0.
146.110	16:35:50.540	37.196141029	-3.620378888	-0.023808,6.382165	-5.429688,7.339844	1.828125,-13.726562	0.
146.360	16:35:50.790	37.196141029	-3.620378888	-0.083826,2.021176	-5.339844,8.648438	1.75,-11.425781	0.
146.610	16:35:51.040	37.196141029	-3.620378800	-0.083826,2.021176	-5.339844,8.648438	1.75,-11.425781	0.
146.860	16:35:51.290	37.196141029	-3.620378801	-0.083826,2.021176	-5.339844,8.648438	1.75,-11.425781	0.
147.110	16:35:51.540	37.196140677	-3.620378449	-0.083826,2.021176	-5.339844,8.648438	1.75,-11.425781	0.
147.360	16:35:51.790	37.196140572	-3.620378361	0.015585,1.27797	-5.328125,8.667969	1.691406,-9.855469	0.
147.610	16:35:52.040	37.196140502	-3.620378097	0.015585,1.27797	-5.328125,8.667969	1.691406,-9.855469	0.
147.860	16:35:52.290	37.196140502	-3.620378097	0.015585,1.27797	-5.328125,8.667969	1.691406,-9.855469	0.
148.110	16:35:52.540	37.196140502	-3.620378097	0.015585,1.27797	-5.328125,8.667969	1.691406,-9.855469	0.
148.360	16:35:52.790	37.196140150	-3.620377658	-0.034355,1.161545	-5.3125,8.234375	1.640625,-8.457031	0.
148.610	16:35:53.040	37.196140150	-3.620377658	-0.034355,1.161545	-5.3125,8.234375	1.640625,-8.457031	0.
148.860	16:35:53.290	37.196140045	-3.620377307	-0.034355,1.161545	-5.3125,8.234375	1.640625,-8.457031	0.
149.110	16:35:53.540	37.196139869	-3.620377307	-0.034355,1.161545	-5.3125,8.234375	1.640625,-8.457031	0.
149.360	16:35:53.790	37.196139764	-3.620377219	-0.013899,0.672966	-5.277344,7.667969	1.609375,-7.296875	0.
149.610	16:35:54.040	37.196139764	-3.620376999	-0.013899,0.672966	-5.277344,7.667969	1.609375,-7.296875	0.
149.860	16:35:54.290	37.196139693	-3.620376867	-0.013899,0.672966	-5.277344,7.667969	1.609375,-7.296875	0.
150.110	16:35:54.540	37.196139518	-3.620376780	-0.013899,0.672966	-5.277344,7.667969	1.609375,-7.296875	0.
150.360	16:35:54.790	37.196139412	-3.620376560	-0.013899,0.672966	-5.277344,7.667969	1.609375,-7.296875	0.
150.610	16:35:55.040	37.196139412	-3.620376560	-0.013899,0.672966	-5.277344,7.667969	1.609375,-7.296875	0.
150.860	16:35:55.290	37.196139342	-3.620376428	-0.013899,0.672966	-5.277344,7.667969	1.609375,-7.296875	0.
151.110	16:35:55.540	37.196139237	-3.620376297	-0.013899,0.672966	-5.277344,7.667969	1.609375,-7.296875	0.
151.360	16:35:55.790	37.196139237	-3.620376209	-0.010006,0.277879	-5.148438,7.234375	1.527344,-6.769531	0.
151.610	16:35:56.040	37.196139131	-3.620376077	-0.010006,0.277879	-5.148438,7.234375	1.527344,-6.769531	0.
151.860	16:35:56.290	37.196139131	-3.620376077	-0.010006,0.277879	-5.148438,7.234375	1.527344,-6.769531	0.
152.110	16:35:56.540	37.196139131	-3.620376077	-0.010006,0.277879	-5.148438,7.234375	1.527344,-6.769531	0.
152.360	16:35:56.790	37.196138780	-3.620375638	0.078623,0.684499	-5.101562,5.949219	1.460938,-4.257812	0.
152.610	16:35:57.040	37.196138710	-3.620375550	0.078623,0.684499	-5.101562,5.949219	1.460938,-4.257812	0.
152.860	16:35:57.290	37.196138710	-3.620375550	0.078623,0.684499	-5.101562,5.949219	1.460938,-4.257812	0.
